notice_family_id,family_size,n_calls,n_corrections,n_modifications,n_awards,n_cancellations,n_followups,first_date,last_date,n_schemas,n_notice_types,n_buyers,n_cpv,family_span_days,awards_per_call,family_pattern
NF000261,1,0,0,0,1,0,0,2015-03-19,2015-03-19,1,1,1,1,0,,award_without_observed_call
NF000262,1,0,0,0,1,0,0,2015-03-27,2015-03-27,1,1,1,1,0,,award_without_observed_call
NF000263,1,0,0,0,1,0,0,2015-03-27,2015-03-27,1,1,1,0,0,,award_without_observed_call
NF000264,1,1,0,0,0,0,0,2015-03-03,2015-03-03,1,1,1,1,0,0.0,single_notice
NF000265,2,1,0,0,1,0,0,2015-03-03,2015-07-16,1,2,1,1,135,1.0,call_with_award
NF000266,2,1,0,0,1,0,0,2015-03-05,2015-10-06,1,2,1,1,215,1.0,call_with_award
NF000267,2,1,1,0,0,0,0,2015-03-03,2015-03-06,1,1,1,1,3,0.0,call_with_lifecycle_updates_no_award
NF000268,1,1,0,0,0,0,0,2015-03-06,2015-03-06,1,1,1,1,0,0.0,single_notice
NF000269,1,1,0,0,0,0,0,2015-03-09,2015-03-09,1,1,1,1,0,0.0,single_notice
NF000270,2,1,0,0,1,0,0,2015-03-09,2015-09-17,1,2,1,1,192,1.0,call_with_award
NF000271,2,1,0,0,1,0,0,2015-03-09,2015-10-19,1,2,1,1,224,1.0,call_with_award
NF000272,1,1,0,0,0,0,0,2015-03-11,2015-03-11,1,1,1,1,0,0.0,single_notice
NF000273,2,1,0,0,1,0,0,2015-03-12,2015-05-19,1,2,1,1,68,1.0,call_with_award
NF000274,1,1,0,0,0,0,0,2015-03-12,2015-03-12,1,1,1,1,0,0.0,single_notice
NF000275,2,1,0,0,1,0,0,2015-03-17,2015-06-09,1,2,1,1,84,1.0,call_with_award
NF000276,1,1,0,0,0,0,0,2015-03-18,2015-03-18,1,1,1,1,0,0.0,single_notice
NF000277,1,1,0,0,0,0,0,2015-03-18,2015-03-18,1,1,1,1,0,0.0,single_notice
NF000278,2,1,0,0,1,0,0,2015-03-19,2015-10-09,1,2,1,1,204,1.0,call_with_award
NF000279,2,1,0,0,1,0,0,2015-03-20,2015-08-25,1,2,1,1,158,1.0,call_with_award
NF000280,2,1,0,0,1,0,0,2015-03-23,2015-08-20,1,2,1,1,150,1.0,call_with_award
NF000281,1,1,0,0,0,0,0,2015-03-24,2015-03-24,1,1,1,1,0,0.0,single_notice
NF000282,3,1,0,0,2,0,0,2015-03-24,2016-01-07,1,2,1,2,289,2.0,call_with_award
NF000283,2,1,0,0,1,0,0,2015-03-26,2015-09-11,1,2,1,1,169,1.0,call_with_award
NF000284,2,1,0,0,1,0,0,2015-03-26,2015-07-15,1,2,1,1,111,1.0,call_with_award
NF000285,2,1,0,0,1,0,0,2015-03-31,2015-10-07,1,2,1,1,190,1.0,call_with_award
NF000286,2,1,1,0,0,0,0,2015-03-20,2015-03-23,1,1,1,1,3,0.0,call_with_lifecycle_updates_no_award
NF000287,1,1,0,0,0,0,0,2015-03-23,2015-03-23,1,1,1,1,0,0.0,single_notice
NF000288,1,1,0,0,0,0,0,2015-03-23,2015-03-23,1,1,1,1,0,0.0,single_notice
NF000289,1,1,0,0,0,0,0,2015-03-24,2015-03-24,1,1,1,1,0,0.0,single_notice
NF000290,2,1,1,0,0,0,0,2015-03-25,2015-04-03,1,1,1,0,9,0.0,call_with_lifecycle_updates_no_award
NF000291,2,1,0,0,1,0,0,2015-03-25,2015-09-09,1,2,1,0,168,1.0,call_with_award
NF000292,2,1,0,0,1,0,0,2015-03-26,2015-05-22,1,2,1,1,57,1.0,call_with_award
NF000293,1,1,0,0,0,0,0,2015-03-26,2015-03-26,1,1,1,0,0,0.0,single_notice
NF000294,1,1,0,0,0,0,0,2015-03-27,2015-03-27,1,1,1,1,0,0.0,single_notice
NF000295,1,1,0,0,0,0,0,2015-03-27,2015-03-27,1,1,1,1,0,0.0,single_notice
NF000296,2,1,0,0,1,0,0,2015-03-30,2015-06-11,1,2,1,1,73,1.0,call_with_award
NF000297,1,1,0,0,0,0,0,2015-03-31,2015-03-31,1,1,1,1,0,0.0,single_notice
NF000298,1,1,0,0,0,0,0,2015-03-31,2015-03-31,1,1,1,1,0,0.0,single_notice
NF000299,1,1,0,0,0,0,0,2015-03-31,2015-03-31,1,1,1,1,0,0.0,single_notice
NF000300,1,0,0,0,1,0,0,2015-03-06,2015-03-06,1,1,1,1,0,,award_without_observed_call
NF000301,1,0,0,0,1,0,0,2015-03-09,2015-03-09,1,1,1,1,0,,award_without_observed_call
NF000302,1,0,0,0,1,0,0,2015-03-11,2015-03-11,1,1,1,1,0,,award_without_observed_call
NF000303,1,0,0,0,1,0,0,2015-03-16,2015-03-16,1,1,1,1,0,,award_without_observed_call
NF000304,1,0,0,0,1,0,0,2015-03-17,2015-03-17,1,1,1,1,0,,award_without_observed_call
NF000305,1,0,0,0,1,0,0,2015-03-17,2015-03-17,1,1,1,1,0,,award_without_observed_call
NF000306,1,0,0,0,1,0,0,2015-03-18,2015-03-18,1,1,1,1,0,,award_without_observed_call
NF000307,1,0,0,0,1,0,0,2015-03-23,2015-03-23,1,1,1,1,0,,award_without_observed_call
NF000308,1,0,0,0,1,0,0,2015-03-23,2015-03-23,1,1,1,1,0,,award_without_observed_call
NF000309,1,1,0,0,0,0,0,2015-03-03,2015-03-03,1,1,1,0,0,0.0,single_notice
NF000310,2,1,0,0,1,0,0,2015-03-04,2015-06-11,1,2,1,1,99,1.0,call_with_award
NF000311,2,0,1,0,1,0,0,2015-03-06,2015-06-01,1,2,1,1,87,,award_without_observed_call
NF000312,1,1,0,0,0,0,0,2015-03-09,2015-03-09,1,1,1,1,0,0.0,single_notice
NF000313,1,1,0,0,0,0,0,2015-03-09,2015-03-09,1,1,1,1,0,0.0,single_notice
NF000314,1,1,0,0,0,0,0,2015-03-11,2015-03-11,1,1,1,1,0,0.0,single_notice
NF000315,2,1,0,0,1,0,0,2015-03-13,2015-06-04,1,2,1,1,83,1.0,call_with_award
NF000316,3,1,1,0,1,0,0,2015-03-16,2015-08-21,1,2,1,1,158,1.0,call_with_award
NF000317,1,1,0,0,0,0,0,2015-03-16,2015-03-16,1,1,1,1,0,0.0,single_notice
NF000318,2,1,1,0,0,0,0,2015-03-04,2015-03-06,1,1,1,0,2,0.0,call_with_lifecycle_updates_no_award
NF000319,1,1,0,0,0,0,0,2015-03-04,2015-03-04,1,1,1,0,0,0.0,single_notice
NF000320,2,1,0,0,1,0,0,2015-03-05,2015-06-01,1,2,1,1,88,1.0,call_with_award
NF000321,1,1,0,0,0,0,0,2015-03-06,2015-03-06,1,1,1,0,0,0.0,single_notice
NF000322,1,1,0,0,0,0,0,2015-03-06,2015-03-06,1,1,1,0,0,0.0,single_notice
NF000323,1,1,0,0,0,0,0,2015-03-09,2015-03-09,1,1,1,0,0,0.0,single_notice
NF000324,1,1,0,0,0,0,0,2015-03-09,2015-03-09,1,1,1,0,0,0.0,single_notice
NF000325,1,1,0,0,0,0,0,2015-03-10,2015-03-10,1,1,1,0,0,0.0,single_notice
NF000326,1,1,0,0,0,0,0,2015-03-13,2015-03-13,1,1,1,0,0,0.0,single_notice
NF000327,1,1,0,0,0,0,0,2015-03-16,2015-03-16,1,1,1,0,0,0.0,single_notice
NF000328,2,1,0,0,1,0,0,2015-03-18,2015-07-24,1,2,1,0,128,1.0,call_with_award
NF000329,1,1,0,0,0,0,0,2015-03-19,2015-03-19,1,1,1,0,0,0.0,single_notice
NF000330,1,1,0,0,0,0,0,2015-03-20,2015-03-20,1,1,1,0,0,0.0,single_notice
NF000331,1,1,0,0,0,0,0,2015-03-24,2015-03-24,1,1,1,0,0,0.0,single_notice
NF000332,2,1,0,0,1,0,0,2015-03-26,2015-05-22,1,2,1,0,57,1.0,call_with_award
NF000333,2,1,0,0,1,0,0,2015-03-27,2015-07-09,1,2,1,0,104,1.0,call_with_award
NF000334,1,0,0,0,1,0,0,2015-03-03,2015-03-03,1,1,1,1,0,,award_without_observed_call
NF000335,1,0,0,0,1,0,0,2015-03-06,2015-03-06,1,1,1,0,0,,award_without_observed_call
NF000336,1,0,0,0,1,0,0,2015-03-06,2015-03-06,1,1,1,1,0,,award_without_observed_call
NF000337,1,0,0,0,1,0,0,2015-03-10,2015-03-10,1,1,1,0,0,,award_without_observed_call
NF000338,1,0,0,0,1,0,0,2015-03-10,2015-03-10,1,1,1,1,0,,award_without_observed_call
NF000339,1,0,0,0,1,0,0,2015-03-16,2015-03-16,1,1,1,1,0,,award_without_observed_call
NF000340,1,0,0,0,1,0,0,2015-03-24,2015-03-24,1,1,1,0,0,,award_without_observed_call
NF000341,1,0,0,0,1,0,0,2015-03-26,2015-03-26,1,1,1,1,0,,award_without_observed_call
NF000342,1,0,0,0,1,0,0,2015-03-23,2015-03-23,1,1,1,0,0,,award_without_observed_call
NF000343,1,0,0,0,1,0,0,2015-03-23,2015-03-23,1,1,1,0,0,,award_without_observed_call
NF000344,1,0,0,0,1,0,0,2015-03-27,2015-03-27,1,1,1,0,0,,award_without_observed_call
NF000345,1,0,0,0,1,0,0,2015-03-30,2015-03-30,1,1,1,0,0,,award_without_observed_call
NF000346,2,1,0,0,1,0,0,2015-03-05,2015-09-28,1,2,1,1,207,1.0,call_with_award
NF000347,1,1,0,0,0,0,0,2015-03-05,2015-03-05,1,1,1,1,0,0.0,single_notice
NF000348,2,1,0,0,1,0,0,2015-03-06,2015-10-08,1,2,1,2,216,1.0,call_with_award
NF000349,2,1,0,0,1,0,0,2015-03-06,2015-08-26,1,2,1,1,173,1.0,call_with_award
NF000350,1,1,0,0,0,0,0,2015-03-09,2015-03-09,1,1,1,1,0,0.0,single_notice
NF000351,2,1,0,0,1,0,0,2015-03-09,2015-07-21,1,2,1,1,134,1.0,call_with_award
NF000352,1,1,0,0,0,0,0,2015-03-06,2015-03-06,1,1,1,1,0,0.0,single_notice
NF000353,2,1,0,0,1,0,0,2015-03-11,2015-07-07,1,2,1,1,118,1.0,call_with_award
NF000354,1,0,1,0,0,0,0,2015-03-13,2015-03-13,1,1,1,1,0,,single_notice
NF000355,3,1,1,0,1,0,0,2015-03-10,2016-02-17,1,2,2,1,344,1.0,call_with_award
NF000356,1,1,0,0,0,0,0,2015-03-11,2015-03-11,1,1,1,1,0,0.0,single_notice
NF000357,3,1,2,0,0,0,0,2015-03-20,2015-04-23,1,1,1,1,34,0.0,call_with_lifecycle_updates_no_award
NF000358,2,1,0,0,1,0,0,2015-03-24,2015-08-25,1,2,1,1,154,1.0,call_with_award
NF000359,2,1,0,0,1,0,0,2015-03-24,2015-07-20,1,2,1,1,118,1.0,call_with_award
NF000360,2,1,0,0,1,0,0,2015-03-25,2015-07-24,1,2,1,1,121,1.0,call_with_award
NF000361,2,1,0,0,1,0,0,2015-03-26,2016-08-27,1,2,1,1,520,1.0,call_with_award
NF000362,1,1,0,0,0,0,0,2015-03-27,2015-03-27,1,1,1,1,0,0.0,single_notice
NF000363,2,1,0,0,1,0,0,2015-03-27,2015-09-03,1,2,1,1,160,1.0,call_with_award
NF000364,2,1,0,0,1,0,0,2015-03-31,2015-07-10,1,2,1,1,101,1.0,call_with_award
NF000365,2,1,0,0,1,0,0,2015-03-20,2015-07-10,1,2,1,1,112,1.0,call_with_award
NF000366,1,1,0,0,0,0,0,2015-03-23,2015-03-23,1,1,1,0,0,0.0,single_notice
NF000367,1,1,0,0,0,0,0,2015-03-24,2015-03-24,1,1,1,1,0,0.0,single_notice
NF000368,1,1,0,0,0,0,0,2015-03-25,2015-03-25,1,1,1,0,0,0.0,single_notice
NF000369,2,1,0,0,1,0,0,2015-03-25,2015-06-18,1,2,1,1,85,1.0,call_with_award
NF000370,1,1,0,0,0,0,0,2015-03-25,2015-03-25,1,1,1,1,0,0.0,single_notice
NF000371,2,1,0,0,1,0,0,2015-03-25,2015-06-11,1,2,1,1,78,1.0,call_with_award
NF000372,1,1,0,0,0,0,0,2015-03-27,2015-03-27,1,1,1,0,0,0.0,single_notice
NF000373,2,1,0,0,1,0,0,2015-03-27,2015-07-02,1,2,1,1,97,1.0,call_with_award
NF000374,2,2,0,0,0,0,0,2015-03-30,2015-06-15,1,1,1,0,77,0.0,call_with_lifecycle_updates_no_award
NF000375,1,0,0,0,1,0,0,2015-03-03,2015-03-03,1,1,1,1,0,,award_without_observed_call
NF000376,1,0,0,0,1,0,0,2015-03-03,2015-03-03,1,1,1,1,0,,award_without_observed_call
NF000377,1,0,0,0,1,0,0,2015-03-03,2015-03-03,1,1,1,1,0,,award_without_observed_call
NF000378,1,0,0,0,1,0,0,2015-03-03,2015-03-03,1,1,1,1,0,,award_without_observed_call
NF000379,1,0,0,0,1,0,0,2015-03-04,2015-03-04,1,1,1,1,0,,award_without_observed_call
NF000380,2,0,0,0,2,0,0,2015-03-06,2015-08-07,1,1,1,1,154,,award_without_observed_call
NF000381,1,0,0,0,1,0,0,2015-03-09,2015-03-09,1,1,1,1,0,,award_without_observed_call
NF000382,1,0,0,0,1,0,0,2015-03-09,2015-03-09,1,1,1,1,0,,award_without_observed_call
NF000383,1,0,0,0,1,0,0,2015-03-11,2015-03-11,1,1,1,1,0,,award_without_observed_call
NF000384,1,0,0,0,1,0,0,2015-03-12,2015-03-12,1,1,1,1,0,,award_without_observed_call
NF000385,1,0,0,0,1,0,0,2015-03-17,2015-03-17,1,1,1,1,0,,award_without_observed_call
NF000386,1,0,0,0,1,0,0,2015-03-18,2015-03-18,1,1,1,1,0,,award_without_observed_call
NF000387,1,0,0,0,1,0,0,2015-03-25,2015-03-25,1,1,1,1,0,,award_without_observed_call
NF000388,1,0,0,0,1,0,0,2015-03-30,2015-03-30,1,1,1,1,0,,award_without_observed_call
NF000389,1,0,0,0,1,0,0,2015-03-30,2015-03-30,1,1,1,1,0,,award_without_observed_call
NF000390,1,0,0,0,1,0,0,2015-03-30,2015-03-30,1,1,1,1,0,,award_without_observed_call
NF000391,1,0,0,0,1,0,0,2015-03-31,2015-03-31,1,1,1,1,0,,award_without_observed_call
NF000392,2,1,0,0,1,0,0,2015-03-02,2015-05-19,1,2,1,1,78,1.0,call_with_award
NF000393,2,1,0,0,1,0,0,2015-03-06,2015-06-09,1,2,1,1,95,1.0,call_with_award
NF000394,1,1,0,0,0,0,0,2015-03-10,2015-03-10,1,1,1,1,0,0.0,single_notice
NF000395,1,1,0,0,0,0,0,2015-03-11,2015-03-11,1,1,1,1,0,0.0,single_notice
NF000396,2,1,0,0,0,0,1,2015-03-11,2016-12-16,1,2,1,1,646,0.0,call_with_lifecycle_updates_no_award
NF000397,2,1,0,0,1,0,0,2015-03-13,2015-06-10,1,2,1,1,89,1.0,call_with_award
NF000398,1,1,0,0,0,0,0,2015-03-16,2015-03-16,1,1,1,0,0,0.0,single_notice
NF000399,1,1,0,0,0,0,0,2015-03-17,2015-03-17,1,1,1,1,0,0.0,single_notice
NF000400,1,1,0,0,0,0,0,2015-03-18,2015-03-18,1,1,1,1,0,0.0,single_notice
NF000401,2,1,1,0,0,0,0,2015-03-18,2015-03-19,1,1,1,1,1,0.0,call_with_lifecycle_updates_no_award
NF000402,1,1,0,0,0,0,0,2015-03-18,2015-03-18,1,1,1,1,0,0.0,single_notice
NF000403,1,1,0,0,0,0,0,2015-03-02,2015-03-02,1,1,1,0,0,0.0,single_notice
NF000404,2,1,0,0,0,1,0,2015-03-04,2015-03-16,1,1,1,0,12,0.0,call_with_lifecycle_updates_no_award
NF000405,1,1,0,0,0,0,0,2015-03-04,2015-03-04,1,1,1,0,0,0.0,single_notice
NF000406,1,1,0,0,0,0,0,2015-03-05,2015-03-05,1,1,1,0,0,0.0,single_notice
NF000407,1,1,0,0,0,0,0,2015-03-05,2015-03-05,1,1,1,0,0,0.0,single_notice
NF000408,1,1,0,0,0,0,0,2015-03-10,2015-03-10,1,1,1,0,0,0.0,single_notice
NF000409,1,1,0,0,0,0,0,2015-03-11,2015-03-11,1,1,1,0,0,0.0,single_notice
NF000410,1,1,0,0,0,0,0,2015-03-12,2015-03-12,1,1,1,0,0,0.0,single_notice
NF000411,2,1,0,0,1,0,0,2015-03-12,2015-06-12,1,2,1,0,92,1.0,call_with_award
NF000412,1,1,0,0,0,0,0,2015-03-13,2015-03-13,1,1,1,0,0,0.0,single_notice
NF000413,1,1,0,0,0,0,0,2015-03-13,2015-03-13,1,1,1,0,0,0.0,single_notice
NF000414,1,1,0,0,0,0,0,2015-03-13,2015-03-13,1,1,1,0,0,0.0,single_notice
NF000415,2,1,0,0,1,0,0,2015-03-17,2015-06-03,1,2,1,0,78,1.0,call_with_award
NF000416,1,1,0,0,0,0,0,2015-03-20,2015-03-20,1,1,1,0,0,0.0,single_notice
NF000417,1,0,0,0,1,0,0,2015-03-03,2015-03-03,1,1,1,1,0,,award_without_observed_call
NF000418,1,0,0,0,1,0,0,2015-03-03,2015-03-03,1,1,1,0,0,,award_without_observed_call
NF000419,1,0,0,0,1,0,0,2015-03-06,2015-03-06,1,1,1,0,0,,award_without_observed_call
NF000420,1,0,0,0,1,0,0,2015-03-09,2015-03-09,1,1,1,1,0,,award_without_observed_call
NF000421,1,0,0,0,1,0,0,2015-03-19,2015-03-19,1,1,1,0,0,,award_without_observed_call
NF000422,1,0,0,0,1,0,0,2015-03-24,2015-03-24,1,1,1,0,0,,award_without_observed_call
NF000423,1,0,0,0,1,0,0,2015-03-30,2015-03-30,1,1,1,1,0,,award_without_observed_call
NF000424,1,0,0,0,1,0,0,2015-03-30,2015-03-30,1,1,1,1,0,,award_without_observed_call
NF000425,1,0,0,0,1,0,0,2015-03-20,2015-03-20,1,1,1,0,0,,award_without_observed_call
NF000426,1,1,0,0,0,0,0,2015-03-02,2015-03-02,1,1,1,1,0,0.0,single_notice
NF000427,2,1,0,0,1,0,0,2015-03-03,2015-08-10,1,2,1,1,160,1.0,call_with_award
NF000428,2,1,0,0,1,0,0,2015-03-04,2015-06-09,1,2,1,1,97,1.0,call_with_award
NF000429,2,1,0,0,1,0,0,2015-03-05,2015-07-06,1,2,1,1,123,1.0,call_with_award
NF000430,2,1,0,0,1,0,0,2015-03-06,2015-07-23,1,2,1,1,139,1.0,call_with_award
NF000431,1,1,0,0,0,0,0,2015-03-09,2015-03-09,1,1,1,1,0,0.0,single_notice
NF000432,1,1,0,0,0,0,0,2015-03-09,2015-03-09,1,1,1,1,0,0.0,single_notice
NF000433,2,1,0,0,1,0,0,2015-03-10,2015-06-03,1,2,1,1,85,1.0,call_with_award
NF000434,1,1,0,0,0,0,0,2015-03-11,2015-03-11,1,1,1,1,0,0.0,single_notice
NF000435,1,1,0,0,0,0,0,2015-03-11,2015-03-11,1,1,1,1,0,0.0,single_notice
NF000436,3,1,0,0,2,0,0,2015-03-19,2015-10-01,1,2,1,1,196,2.0,call_with_award
NF000437,1,1,0,0,0,0,0,2015-03-23,2015-03-23,1,1,1,1,0,0.0,single_notice
NF000438,2,1,0,0,1,0,0,2015-03-24,2015-09-11,1,2,1,1,171,1.0,call_with_award
NF000439,2,1,0,0,1,0,0,2015-03-24,2015-06-03,1,2,1,1,71,1.0,call_with_award
NF000440,2,1,0,0,1,0,0,2015-03-27,2015-06-23,1,2,1,1,88,1.0,call_with_award
NF000441,2,1,1,0,0,0,0,2015-03-30,2015-04-15,1,1,1,1,16,0.0,call_with_lifecycle_updates_no_award
NF000442,2,1,0,0,1,0,0,2015-03-31,2015-07-21,1,2,1,1,112,1.0,call_with_award
NF000443,2,1,0,0,1,0,0,2015-03-19,2015-07-02,1,2,1,0,105,1.0,call_with_award
NF000444,1,1,0,0,0,0,0,2015-03-20,2015-03-20,1,1,1,1,0,0.0,single_notice
NF000445,1,1,0,0,0,0,0,2015-03-23,2015-03-23,1,1,1,1,0,0.0,single_notice
NF000446,2,1,0,0,1,0,0,2015-03-23,2015-07-17,1,2,1,0,116,1.0,call_with_award
NF000447,2,1,0,0,1,0,0,2015-03-23,2015-09-22,1,2,1,1,183,1.0,call_with_award
NF000448,1,1,0,0,0,0,0,2015-03-23,2015-03-23,1,1,1,0,0,0.0,single_notice
NF000449,1,1,0,0,0,0,0,2015-03-23,2015-03-23,1,1,1,0,0,0.0,single_notice
NF000450,1,1,0,0,0,0,0,2015-03-25,2015-03-25,1,1,1,1,0,0.0,single_notice
NF000451,1,1,0,0,0,0,0,2015-03-26,2015-03-26,1,1,1,1,0,0.0,single_notice
NF000452,1,1,0,0,0,0,0,2015-03-26,2015-03-26,1,1,1,1,0,0.0,single_notice
NF000453,2,1,1,0,0,0,0,2015-03-31,2015-04-23,1,1,1,1,23,0.0,call_with_lifecycle_updates_no_award
NF000454,1,1,0,0,0,0,0,2015-03-31,2015-03-31,1,1,1,1,0,0.0,single_notice
NF000455,1,1,0,0,0,0,0,2015-03-31,2015-03-31,1,1,1,1,0,0.0,single_notice
NF000456,1,0,0,0,1,0,0,2015-03-03,2015-03-03,1,1,1,1,0,,award_without_observed_call
NF000457,1,0,0,0,1,0,0,2015-03-03,2015-03-03,1,1,1,1,0,,award_without_observed_call
NF000458,1,0,0,0,1,0,0,2015-03-03,2015-03-03,1,1,1,1,0,,award_without_observed_call
NF000459,1,0,0,0,1,0,0,2015-03-05,2015-03-05,1,1,1,1,0,,award_without_observed_call
NF000460,1,0,0,0,1,0,0,2015-03-05,2015-03-05,1,1,1,1,0,,award_without_observed_call
NF000461,1,0,0,0,1,0,0,2015-03-06,2015-03-06,1,1,1,1,0,,award_without_observed_call
NF000462,1,0,0,0,1,0,0,2015-03-06,2015-03-06,1,1,1,1,0,,award_without_observed_call
NF000463,1,0,0,0,1,0,0,2015-03-10,2015-03-10,1,1,1,1,0,,award_without_observed_call
NF000464,1,0,0,0,1,0,0,2015-03-10,2015-03-10,1,1,1,1,0,,award_without_observed_call
NF000465,1,0,0,0,1,0,0,2015-03-10,2015-03-10,1,1,1,1,0,,award_without_observed_call
NF000466,1,0,0,0,1,0,0,2015-03-13,2015-03-13,1,1,1,1,0,,award_without_observed_call
NF000467,1,0,0,0,1,0,0,2015-03-13,2015-03-13,1,1,1,1,0,,award_without_observed_call
NF000468,1,0,0,0,1,0,0,2015-03-20,2015-03-20,1,1,1,1,0,,award_without_observed_call
NF000469,1,0,0,0,1,0,0,2015-03-20,2015-03-20,1,1,1,1,0,,award_without_observed_call
NF000470,1,0,0,0,1,0,0,2015-03-23,2015-03-23,1,1,1,1,0,,award_without_observed_call
NF000471,1,0,0,0,1,0,0,2015-03-24,2015-03-24,1,1,1,1,0,,award_without_observed_call
NF000472,1,0,0,0,1,0,0,2015-03-24,2015-03-24,1,1,1,1,0,,award_without_observed_call
NF000473,1,0,0,0,1,0,0,2015-03-24,2015-03-24,1,1,1,1,0,,award_without_observed_call
NF000474,1,0,0,0,1,0,0,2015-03-24,2015-03-24,1,1,1,1,0,,award_without_observed_call
NF000475,1,0,0,0,1,0,0,2015-03-24,2015-03-24,1,1,1,1,0,,award_without_observed_call
NF000476,1,0,0,0,1,0,0,2015-03-26,2015-03-26,1,1,1,1,0,,award_without_observed_call
NF000477,1,0,0,0,1,0,0,2015-03-27,2015-03-27,1,1,1,1,0,,award_without_observed_call
NF000478,1,0,0,0,1,0,0,2015-03-30,2015-03-30,1,1,1,1,0,,award_without_observed_call
NF000479,1,1,0,0,0,0,0,2015-03-03,2015-03-03,1,1,1,1,0,0.0,single_notice
NF000480,1,1,0,0,0,0,0,2015-03-06,2015-03-06,1,1,1,1,0,0.0,single_notice
NF000481,1,1,0,0,0,0,0,2015-03-09,2015-03-09,1,1,1,1,0,0.0,single_notice
NF000482,1,1,0,0,0,0,0,2015-03-09,2015-03-09,1,1,1,0,0,0.0,single_notice
NF000483,1,1,0,0,0,0,0,2015-03-10,2015-03-10,1,1,1,0,0,0.0,single_notice
NF000484,1,1,0,0,0,0,0,2015-03-10,2015-03-10,1,1,1,0,0,0.0,single_notice
NF000485,1,1,0,0,0,0,0,2015-03-11,2015-03-11,1,1,1,0,0,0.0,single_notice
NF000486,1,1,0,0,0,0,0,2015-03-11,2015-03-11,1,1,1,0,0,0.0,single_notice
NF000487,2,1,1,0,0,0,0,2015-03-13,2015-03-16,1,1,1,1,3,0.0,call_with_lifecycle_updates_no_award
NF000488,2,1,0,0,1,0,0,2015-03-13,2015-06-08,1,2,1,1,87,1.0,call_with_award
NF000489,1,1,0,0,0,0,0,2015-03-13,2015-03-13,1,1,1,0,0,0.0,single_notice
NF000490,1,1,0,0,0,0,0,2015-03-16,2015-03-16,1,1,1,0,0,0.0,single_notice
NF000491,1,1,0,0,0,0,0,2015-03-16,2015-03-16,1,1,1,0,0,0.0,single_notice
NF000492,1,0,0,0,1,0,0,2015-03-06,2015-03-06,1,1,1,0,0,,award_without_observed_call
NF000493,1,0,0,0,1,0,0,2015-03-10,2015-03-10,1,1,1,1,0,,award_without_observed_call
NF000494,1,0,0,0,1,0,0,2015-03-18,2015-03-18,1,1,1,1,0,,award_without_observed_call
NF000495,1,0,0,0,1,0,0,2015-03-19,2015-03-19,1,1,1,0,0,,award_without_observed_call
NF000496,1,0,0,0,1,0,0,2015-03-19,2015-03-19,1,1,1,1,0,,award_without_observed_call
NF000497,1,0,0,0,1,0,0,2015-03-19,2015-03-19,1,1,1,1,0,,award_without_observed_call
NF000498,1,0,0,0,1,0,0,2015-03-20,2015-03-20,1,1,1,0,0,,award_without_observed_call
NF000499,1,0,0,0,1,0,0,2015-03-24,2015-03-24,1,1,1,0,0,,award_without_observed_call
NF000500,1,0,0,0,1,0,0,2015-03-24,2015-03-24,1,1,1,0,0,,award_without_observed_call
NF000501,1,0,0,0,1,0,0,2015-03-11,2015-03-11,1,1,1,0,0,,award_without_observed_call
NF000502,1,0,0,0,1,0,0,2015-03-02,2015-03-02,1,1,1,0,0,,award_without_observed_call
NF000503,1,0,0,0,1,0,0,2015-03-02,2015-03-02,1,1,1,0,0,,award_without_observed_call
NF000504,1,0,0,0,1,0,0,2015-03-10,2015-03-10,1,1,1,0,0,,award_without_observed_call
NF000505,1,1,0,0,0,0,0,2015-03-02,2015-03-02,1,1,1,0,0,0.0,single_notice
NF000506,1,1,0,0,0,0,0,2015-03-02,2015-03-02,1,1,1,0,0,0.0,single_notice
NF000507,1,1,0,0,0,0,0,2015-03-04,2015-03-04,1,1,1,0,0,0.0,single_notice
NF000508,1,1,0,0,0,0,0,2015-03-04,2015-03-04,1,1,1,0,0,0.0,single_notice
NF000509,2,1,0,0,1,0,0,2015-03-04,2015-05-04,1,2,1,0,61,1.0,call_with_award
NF000510,1,1,0,0,0,0,0,2015-03-05,2015-03-05,1,1,1,0,0,0.0,single_notice
NF000511,2,1,0,0,1,0,0,2015-03-05,2015-05-15,1,2,1,0,71,1.0,call_with_award
NF000512,2,1,0,0,1,0,0,2015-03-06,2015-06-26,1,2,1,0,112,1.0,call_with_award
NF000513,1,1,0,0,0,0,0,2015-03-09,2015-03-09,1,1,1,0,0,0.0,single_notice
NF000514,1,1,0,0,0,0,0,2015-03-10,2015-03-10,1,1,1,0,0,0.0,single_notice
NF000515,2,1,0,0,1,0,0,2015-03-12,2015-05-18,1,2,1,0,67,1.0,call_with_award
NF000516,1,1,0,0,0,0,0,2015-03-15,2015-03-15,1,1,1,0,0,0.0,single_notice
NF000517,1,1,0,0,0,0,0,2015-03-16,2015-03-16,1,1,1,0,0,0.0,single_notice
NF000518,1,1,0,0,0,0,0,2015-03-16,2015-03-16,1,1,1,0,0,0.0,single_notice
NF000519,1,1,0,0,0,0,0,2015-03-17,2015-03-17,1,1,1,0,0,0.0,single_notice
NF000520,1,1,0,0,0,0,0,2015-03-18,2015-03-18,1,1,1,0,0,0.0,single_notice
NF000521,1,1,0,0,0,0,0,2015-03-19,2015-03-19,1,1,1,0,0,0.0,single_notice
